user_id,isPremiumUserFlag,Player_Dwn,Player_DwnS,app_backgrounded,app_foregrounded,daily_predection_viewed,daily_prediction_expand_clicked,day_clicked,long_meditation_track_selected,open_HomeScreen,open_SplashScreen
5284,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5287,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3743,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3780,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1486,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5316,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3678,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5322,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5329,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5336,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5347,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5356,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,0,0.0,0.0,3.0,2.0,4.0,3.0,0.0,0.0,5.0,4.0
640,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
4009,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5404,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5418,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5420,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5429,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5402,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5430,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5417,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5466,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4368,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4948,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5501,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5526,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5548,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5554,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5555,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5561,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5243,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5592,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5042,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5437,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5600,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5392,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3918,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4564,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5622,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5626,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0
5192,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5628,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5631,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5632,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5633,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5643,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4856,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5263,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5312,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5676,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5694,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5708,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5709,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5722,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5684,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5741,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5742,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5747,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8571,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5774,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
553,0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0
5761,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5804,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
723,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
5813,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5820,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5353,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0
221,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5858,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5861,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5865,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5562,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5879,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1077,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5896,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3937,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5930,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5943,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5950,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5955,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5967,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4650,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143141,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,4.0,2.0
5983,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4541,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6002,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6027,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6028,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3814,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6040,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4632,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6045,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4769,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1683,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6071,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6076,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6072,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6079,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6089,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6097,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6094,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6087,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6099,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6107,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
791,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6132,0,0.0,0.0,7.0,4.0,4.0,3.0,0.0,0.0,6.0,4.0
6141,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6152,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6163,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6159,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
364,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6168,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6191,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6176,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0
2610,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136673,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6202,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6221,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6205,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
